#T;Requiv
36.3597;202.115
36.3597;202.115
36.3597;202.115
36.3597;202.115
36.3597;202.115
36.3597;202.115
36.041;202.115
36.041;202.115
36.041;203.529
36.041;203.529
37.6344;200.704
37.3157;202.115
36.6784;202.115
36.6784;202.115
36.3597;203.529
36.041;203.529
35.7224;203.529
36.041;203.529
35.7224;203.529
36.041;203.529
35.7224;203.529
35.4037;203.529
35.4037;203.529
35.4037;203.529
35.4037;203.529
35.4037;204.947
35.4037;204.947
35.4037;204.947
35.4037;204.947
35.7224;204.947
